city,district,ward,city_prefix,city_val,district_prefix,district_val,ward_prefix,ward_val
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Trung Mỹ,tinh,Vĩnh Phúc,huyen,Bình Xuyên,xa,Trung Mỹ
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Thị trấn Bá Hiến,tinh,Vĩnh Phúc,huyen,Bình Xuyên,thi tran,Bá Hiến
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Thiện Kế,tinh,Vĩnh Phúc,huyen,Bình Xuyên,xa,Thiện Kế
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Hương Sơn,tinh,Vĩnh Phúc,huyen,Bình Xuyên,xa,Hương Sơn
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Tam Hợp,tinh,Vĩnh Phúc,huyen,Bình Xuyên,xa,Tam Hợp
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Quất Lưu,tinh,Vĩnh Phúc,huyen,Bình Xuyên,xa,Quất Lưu
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Sơn Lôi,tinh,Vĩnh Phúc,huyen,Bình Xuyên,xa,Sơn Lôi
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Thị trấn Đạo Đức,tinh,Vĩnh Phúc,huyen,Bình Xuyên,thi tran,Đạo Đức
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Tân Phong,tinh,Vĩnh Phúc,huyen,Bình Xuyên,xa,Tân Phong
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Thị trấn Thanh Lãng,tinh,Vĩnh Phúc,huyen,Bình Xuyên,thi tran,Thanh Lãng
Tỉnh Vĩnh Phúc,Huyện Bình Xuyên,Xã Phú Xuân,tinh,Vĩnh Phúc,huyen,Bình Xuyên,xa,Phú Xuân
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Thị trấn Yên Lạc,tinh,Vĩnh Phúc,huyen,Yên Lạc,thi tran,Yên Lạc
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Đồng Cương,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Đồng Cương
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Đồng Văn,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Đồng Văn
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Bình Định,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Bình Định
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Trung Nguyên,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Trung Nguyên
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Tề Lỗ,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Tề Lỗ
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Tam Hồng,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Tam Hồng
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Yên Đồng,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Yên Đồng
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Văn Tiến,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Văn Tiến
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Nguyệt Đức,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Nguyệt Đức
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Yên Phương,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Yên Phương
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Hồng Phương,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Hồng Phương
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Trung Kiên,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Trung Kiên
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Liên Châu,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Liên Châu
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Đại Tự,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Đại Tự
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Hồng Châu,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Hồng Châu
Tỉnh Vĩnh Phúc,Huyện Yên Lạc,Xã Trung Hà,tinh,Vĩnh Phúc,huyen,Yên Lạc,xa,Trung Hà
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Thị trấn Vĩnh Tường,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,thi tran,Vĩnh Tường
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Kim Xá,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Kim Xá
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Yên Bình,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Yên Bình
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Chấn Hưng,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Chấn Hưng
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Nghĩa Hưng,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Nghĩa Hưng
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Yên Lập,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Yên Lập
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Việt Xuân,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Việt Xuân
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Bồ Sao,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Bồ Sao
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Đại Đồng,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Đại Đồng
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tân Tiến,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Tân Tiến
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Lũng Hoà,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Lũng Hoà
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Cao Đại,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Cao Đại
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Thị Trấn Thổ Tang,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,thi tran,Thổ Tang
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vĩnh Sơn,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Vĩnh Sơn
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Bình Dương,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Bình Dương
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tân Phú,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Tân Phú
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Thượng Trưng,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Thượng Trưng
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vũ Di,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Vũ Di
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Lý Nhân,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Lý Nhân
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tuân Chính,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Tuân Chính
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vân Xuân,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Vân Xuân
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tam Phúc,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Tam Phúc
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Thị trấn Tứ Trưng,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,thi tran,Tứ Trưng
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Ngũ Kiên,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Ngũ Kiên
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã An Tường,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,An Tường
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vĩnh Thịnh,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Vĩnh Thịnh
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Phú Đa,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Phú Đa
Tỉnh Vĩnh Phúc,Huyện Vĩnh Tường,Xã Vĩnh Ninh,tinh,Vĩnh Phúc,huyen,Vĩnh Tường,xa,Vĩnh Ninh
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Lãng Công,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Lãng Công
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Quang Yên,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Quang Yên
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Bạch Lưu,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Bạch Lưu
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Hải Lựu,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Hải Lựu
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Đồng Quế,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Đồng Quế
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Nhân Đạo,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Nhân Đạo
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Đôn Nhân,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Đôn Nhân
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Phương Khoan,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Phương Khoan
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Tân Lập,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Tân Lập
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Nhạo Sơn,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Nhạo Sơn
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Thị trấn Tam Sơn,tinh,Vĩnh Phúc,huyen,Sông Lô,thi tran,Tam Sơn
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Như Thụy,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Như Thụy
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Yên Thạch,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Yên Thạch
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Đồng Thịnh,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Đồng Thịnh
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Tứ Yên,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Tứ Yên
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Đức Bác,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Đức Bác
Tỉnh Vĩnh Phúc,Huyện Sông Lô,Xã Cao Phong,tinh,Vĩnh Phúc,huyen,Sông Lô,xa,Cao Phong
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Vũ Ninh,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Vũ Ninh
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Đáp Cầu,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Đáp Cầu
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Thị Cầu,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Thị Cầu
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Kinh Bắc,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Kinh Bắc
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Vệ An,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Vệ An
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Tiền An,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Tiền An
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Đại Phúc,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Đại Phúc
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Ninh Xá,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Ninh Xá
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Suối Hoa,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Suối Hoa
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Võ Cường,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Võ Cường
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Hòa Long,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Hòa Long
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Vạn An,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Vạn An
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Khúc Xuyên,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Khúc Xuyên
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Phong Khê,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Phong Khê
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Kim Chân,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Kim Chân
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Vân Dương,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Vân Dương
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Nam Sơn,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Nam Sơn
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Khắc Niệm,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Khắc Niệm
Tỉnh Bắc Ninh,Thành phố Bắc Ninh,Phường Hạp Lĩnh,tinh,Bắc Ninh,thanh pho,Bắc Ninh,phuong,Hạp Lĩnh
Tỉnh Bắc Ninh,Huyện Yên Phong,Thị trấn Chờ,tinh,Bắc Ninh,huyen,Yên Phong,thi tran,Chờ
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Dũng Liệt,tinh,Bắc Ninh,huyen,Yên Phong,xa,Dũng Liệt
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Tam Đa,tinh,Bắc Ninh,huyen,Yên Phong,xa,Tam Đa
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Tam Giang,tinh,Bắc Ninh,huyen,Yên Phong,xa,Tam Giang
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Yên Trung,tinh,Bắc Ninh,huyen,Yên Phong,xa,Yên Trung
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Thụy Hòa,tinh,Bắc Ninh,huyen,Yên Phong,xa,Thụy Hòa
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Hòa Tiến,tinh,Bắc Ninh,huyen,Yên Phong,xa,Hòa Tiến
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Đông Tiến,tinh,Bắc Ninh,huyen,Yên Phong,xa,Đông Tiến
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Yên Phụ,tinh,Bắc Ninh,huyen,Yên Phong,xa,Yên Phụ
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Trung Nghĩa,tinh,Bắc Ninh,huyen,Yên Phong,xa,Trung Nghĩa
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Đông Phong,tinh,Bắc Ninh,huyen,Yên Phong,xa,Đông Phong
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Long Châu,tinh,Bắc Ninh,huyen,Yên Phong,xa,Long Châu
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Văn Môn,tinh,Bắc Ninh,huyen,Yên Phong,xa,Văn Môn
Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Đông Thọ,tinh,Bắc Ninh,huyen,Yên Phong,xa,Đông Thọ
Tỉnh Bắc Ninh,Huyện Quế Võ,Thị trấn Phố Mới,tinh,Bắc Ninh,huyen,Quế Võ,thi tran,Phố Mới
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Việt Thống,tinh,Bắc Ninh,huyen,Quế Võ,xa,Việt Thống
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Đại Xuân,tinh,Bắc Ninh,huyen,Quế Võ,xa,Đại Xuân
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Nhân Hòa,tinh,Bắc Ninh,huyen,Quế Võ,xa,Nhân Hòa
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Bằng An,tinh,Bắc Ninh,huyen,Quế Võ,xa,Bằng An
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Phương Liễu,tinh,Bắc Ninh,huyen,Quế Võ,xa,Phương Liễu
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Quế Tân,tinh,Bắc Ninh,huyen,Quế Võ,xa,Quế Tân
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Phù Lương,tinh,Bắc Ninh,huyen,Quế Võ,xa,Phù Lương
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Phù Lãng,tinh,Bắc Ninh,huyen,Quế Võ,xa,Phù Lãng
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Phượng Mao,tinh,Bắc Ninh,huyen,Quế Võ,xa,Phượng Mao
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Việt Hùng,tinh,Bắc Ninh,huyen,Quế Võ,xa,Việt Hùng
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Ngọc Xá,tinh,Bắc Ninh,huyen,Quế Võ,xa,Ngọc Xá
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Châu Phong,tinh,Bắc Ninh,huyen,Quế Võ,xa,Châu Phong
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Bồng Lai,tinh,Bắc Ninh,huyen,Quế Võ,xa,Bồng Lai
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Cách Bi,tinh,Bắc Ninh,huyen,Quế Võ,xa,Cách Bi
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Đào Viên,tinh,Bắc Ninh,huyen,Quế Võ,xa,Đào Viên
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Yên Giả,tinh,Bắc Ninh,huyen,Quế Võ,xa,Yên Giả
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Mộ Đạo,tinh,Bắc Ninh,huyen,Quế Võ,xa,Mộ Đạo
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Đức Long,tinh,Bắc Ninh,huyen,Quế Võ,xa,Đức Long
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Chi Lăng,tinh,Bắc Ninh,huyen,Quế Võ,xa,Chi Lăng
Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Hán Quảng,tinh,Bắc Ninh,huyen,Quế Võ,xa,Hán Quảng
Tỉnh Bắc Ninh,Huyện Tiên Du,Thị trấn Lim,tinh,Bắc Ninh,huyen,Tiên Du,thi tran,Lim
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Phú Lâm,tinh,Bắc Ninh,huyen,Tiên Du,xa,Phú Lâm
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Nội Duệ,tinh,Bắc Ninh,huyen,Tiên Du,xa,Nội Duệ
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Liên Bão,tinh,Bắc Ninh,huyen,Tiên Du,xa,Liên Bão
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Hiên Vân,tinh,Bắc Ninh,huyen,Tiên Du,xa,Hiên Vân
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Hoàn Sơn,tinh,Bắc Ninh,huyen,Tiên Du,xa,Hoàn Sơn
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Lạc Vệ,tinh,Bắc Ninh,huyen,Tiên Du,xa,Lạc Vệ
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Việt Đoàn,tinh,Bắc Ninh,huyen,Tiên Du,xa,Việt Đoàn
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Phật Tích,tinh,Bắc Ninh,huyen,Tiên Du,xa,Phật Tích
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Tân Chi,tinh,Bắc Ninh,huyen,Tiên Du,xa,Tân Chi
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Đại Đồng,tinh,Bắc Ninh,huyen,Tiên Du,xa,Đại Đồng
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Tri Phương,tinh,Bắc Ninh,huyen,Tiên Du,xa,Tri Phương
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Minh Đạo,tinh,Bắc Ninh,huyen,Tiên Du,xa,Minh Đạo
Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Cảnh Hưng,tinh,Bắc Ninh,huyen,Tiên Du,xa,Cảnh Hưng
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Đông Ngàn,tinh,Bắc Ninh,thi xa,Từ Sơn,phuong,Đông Ngàn
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Xã Tam Sơn,tinh,Bắc Ninh,thi xa,Từ Sơn,xa,Tam Sơn
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Xã Hương Mạc,tinh,Bắc Ninh,thi xa,Từ Sơn,xa,Hương Mạc
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Xã Tương Giang,tinh,Bắc Ninh,thi xa,Từ Sơn,xa,Tương Giang
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Xã Phù Khê,tinh,Bắc Ninh,thi xa,Từ Sơn,xa,Phù Khê
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Đồng Kỵ,tinh,Bắc Ninh,thi xa,Từ Sơn,phuong,Đồng Kỵ
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Trang Hạ,tinh,Bắc Ninh,thi xa,Từ Sơn,phuong,Trang Hạ
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Đồng Nguyên,tinh,Bắc Ninh,thi xa,Từ Sơn,phuong,Đồng Nguyên
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Châu Khê,tinh,Bắc Ninh,thi xa,Từ Sơn,phuong,Châu Khê
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Tân Hồng,tinh,Bắc Ninh,thi xa,Từ Sơn,phuong,Tân Hồng
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Đình Bảng,tinh,Bắc Ninh,thi xa,Từ Sơn,phuong,Đình Bảng
Tỉnh Bắc Ninh,Thị xã Từ Sơn,Xã Phù Chẩn,tinh,Bắc Ninh,thi xa,Từ Sơn,xa,Phù Chẩn
Tỉnh Bắc Ninh,Huyện Thuận Thành,Thị trấn Hồ,tinh,Bắc Ninh,huyen,Thuận Thành,thi tran,Hồ
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Hoài Thượng,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Hoài Thượng
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Đại Đồng Thành,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Đại Đồng Thành
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Mão Điền,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Mão Điền
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Song Hồ,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Song Hồ
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Đình Tổ,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Đình Tổ
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã An Bình,tinh,Bắc Ninh,huyen,Thuận Thành,xa,An Bình
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Trí Quả,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Trí Quả
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Gia Đông,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Gia Đông
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Thanh Khương,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Thanh Khương
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Trạm Lộ,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Trạm Lộ
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Xuân Lâm,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Xuân Lâm
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Hà Mãn,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Hà Mãn
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Ngũ Thái,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Ngũ Thái
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Nguyệt Đức,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Nguyệt Đức
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Ninh Xá,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Ninh Xá
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Nghĩa Đạo,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Nghĩa Đạo
Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Song Liễu,tinh,Bắc Ninh,huyen,Thuận Thành,xa,Song Liễu
Tỉnh Bắc Ninh,Huyện Gia Bình,Thị trấn Gia Bình,tinh,Bắc Ninh,huyen,Gia Bình,thi tran,Gia Bình
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Vạn Ninh,tinh,Bắc Ninh,huyen,Gia Bình,xa,Vạn Ninh
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Thái Bảo,tinh,Bắc Ninh,huyen,Gia Bình,xa,Thái Bảo
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Giang Sơn,tinh,Bắc Ninh,huyen,Gia Bình,xa,Giang Sơn
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Cao Đức,tinh,Bắc Ninh,huyen,Gia Bình,xa,Cao Đức
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Đại Lai,tinh,Bắc Ninh,huyen,Gia Bình,xa,Đại Lai
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Song Giang,tinh,Bắc Ninh,huyen,Gia Bình,xa,Song Giang
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Bình Dương,tinh,Bắc Ninh,huyen,Gia Bình,xa,Bình Dương
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Lãng Ngâm,tinh,Bắc Ninh,huyen,Gia Bình,xa,Lãng Ngâm
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Nhân Thắng,tinh,Bắc Ninh,huyen,Gia Bình,xa,Nhân Thắng
Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Xuân Lai,tinh,Bắc Ninh,huyen,Gia Bình,xa,Xuân Lai
